id,code,name,note,account_type,reconcile
account_template_avus_4_2_5_01_0004,4.2.5.01.0004,Eventos Institucionais,,expense,
account_template_avus_4_2_5_01_0005,4.2.5.01.0005,Impressos Gráficos,,expense,
account_template_avus_4_2_5_01_0006,4.2.5.01.0006,Brindes,,expense,
account_template_avus_4_2_5_01_0009,4.2.5.01.0009,Outras Despesas de Marketing,,expense,
account_template_avus_4_2_6_01_0001,4.2.6.01.0001,Clínicas,,expense,
account_template_avus_4_2_6_01_0002,4.2.6.01.0002,Farmácias,,expense,
account_template_avus_4_2_6_01_0003,4.2.6.01.0003,Laboratórios,,expense,
account_template_avus_4_2_6_02_0001,4.2.6.02.0001,Consultas,,expense,
account_template_avus_4_2_6_02_0002,4.2.6.02.0002,Exames,,expense,
account_template_avus_4_2_6_02_0003,4.2.6.02.0003,Medicamentos,,expense,
account_template_avus_4_2_6_03_0001,4.2.6.03.0001,Despesas com Passagens Aéreas,,expense,
account_template_avus_4_2_6_03_0002,4.2.6.03.0002,Despesas com Hospedagens,,expense,
account_template_avus_4_2_6_03_0003,4.2.6.03.0003,Despesas com Táxi,,expense,
account_template_avus_4_2_6_03_0004,4.2.6.03.0004,Reembolso de Despesas com Locomoção,,expense,
account_template_avus_4_2_6_03_0005,4.2.6.03.0005,Despesas com Recepção de Clientes na Avus,,expense,
account_template_avus_4_2_9_01_0001,4.2.9.01.0001,Provisão de Contingências,,expense,
account_template_avus_4_2_9_01_0002,4.2.9.01.0002,Provisão de Perda de Ativos,,expense,
account_template_avus_4_2_9_01_0003,4.2.9.01.0003,Outras Provisões,,expense,
account_template_avus_4_2_9_09_0001,4.2.9.09.0001,Correios,,expense,
account_template_avus_4_2_9_09_0002,4.2.9.09.0002,"Serviços de Entrega, Fretes e Transportes",,expense,
account_template_avus_4_2_9_09_0003,4.2.9.09.0003,Despesas com Cobrança Bancária,,expense,
account_template_avus_4_2_9_09_0009,4.2.9.09.0009,Outros Custos e Despesas Operacionais,,expense,
account_template_avus_5_1_1_01_0001,5.1.1.01.0001,Juros Pagos ou Incorridos,,expense,
account_template_avus_5_1_1_01_0002,5.1.1.01.0002,Despesa com Atualização de Passivos,,expense,
account_template_avus_5_1_1_01_0003,5.1.1.01.0003,IOF,,expense,
account_template_avus_5_1_1_02_0001,5.1.1.02.0001,Receita de Aplicações Financeiras,,income_other,
account_template_avus_5_1_1_02_0002,5.1.1.02.0002,Receita com Atualização de Ativos,,income_other,
account_template_avus_5_1_1_02_0008,5.1.1.02.0008,(-) PIS sobre Receitas Financeiras,,income_other,
account_template_avus_5_1_1_02_0009,5.1.1.02.0009,(-) COFINS sobre Receitas Financeiras,,income_other,
account_template_avus_6_1_1_01_0001,6.1.1.01.0001,Imposto de Renda,,expense,
account_template_avus_6_1_1_02_0001,6.1.1.02.0001,Contribuição Social,,expense,
account_template_avus_6_2_1_01_0001,6.2.1.01.0001,ADMINISTRADORES,,expense,
account_template_avus_6_2_1_01_0002,6.2.1.01.0002,EMPREGADOS,,expense,
account_template_avus_6_2_1_01_0003,6.2.1.01.0003,OUTROS,,expense,
